Progress,UserLanguage,Collection,LE3.199,LE3.200,LE3.201,LE5.012,LE5.013,LE5.014,LE5.015,LE5.016,LE5.017,LE5.018,LE5.019,LE5.020,LE5.021,LE5.022,LE5.023,LE5.024,LE5.025,LE5.026,LE5.027,LE5.028,LE5.029,LE5.030,LE5.031
100,RU,Moscow Law Students,Agree,Strongly agree,Neither agree nor disagree,The entire sequence of an individual's DNA, GCTA, , , ,75%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Moscow Law Students,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Moscow Law Students,Strongly agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Moscow Law Students,Strongly agree,Strongly agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,90%,Many genes, , , , , ,Entirely different, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Moscow Law Students,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,75%,One gene, , , , , ,More than 90% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,Moscow Law Students,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
100,RU,Moscow Law Students,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GHPO, , , ,90%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,75%,One gene, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,Moscow Law Students,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,Moscow Law Students,Disagree,Agree,Neither agree nor disagree,The entire sequence of an individual's DNA,LFWE, , , ,90%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Moscow Law Students, , , ,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Moscow Law Students,Strongly disagree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Moscow Law Students,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,90%,One gene, , , , , ,100% identical, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,Moscow Law Students,Agree,Agree,Agree,The entire sequence of an individual's DNA, HTPR, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
6,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
29,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
6,EN,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
38,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
10,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
19,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
29,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
12,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
31,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
29,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
38,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
38,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
37,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
38,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
39,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
60,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
99,RU,Moscow Law Students,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Gene expression, HTPR, , , ,75%,Many genes, , , , , ,More than 90% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
6,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
40,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Strongly disagree,Disagree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
48,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
78,RU,Moscow Law Students,Neither agree nor disagree, ,Neither agree nor disagree,All the genes in DNA, HTPR, , , , ,One gene, , , , , ,Entirely different, , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
99,RU,Moscow Law Students, , , , ,LFWE, , , , , , , , , , , , , , , , , , 
38,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
48,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
37,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
60,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
69,RU,Moscow Law Students, ,Disagree, ,All the genes in DNA, GHPO, , , ,Less 50%, , , , , , ,About 50% the same, , , , , ,False, 
60,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
73,RU,Moscow Law Students, , , ,All the genes in DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
60,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Disagree,Disagree,Disagree,The entire sequence of an individual's DNA, GCTA, , , ,75%,One gene, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
78,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA, GHPO, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,False,Genetic influences account for approximately 30% of the differences between people in insomnia
62,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
73,RU,Moscow Law Students,Strongly disagree,Agree, ,A sex chromosome, HTPR, , , ,90%,One gene, , , , , , , , , , , , , 
85,RU,Moscow Law Students,Disagree,Strongly disagree,Agree,All the genes in DNA, HTPR, , , ,75%,One gene, , , , , ,More than 90% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
62,RU,Moscow Law Students,Agree, , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Disagree,Disagree,Disagree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
77,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA, GHPO, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students, , , ,All the genes in DNA,LFWE, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
85,RU,Moscow Law Students,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Strongly disagree, , ,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
73,RU,Moscow Law Students,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, HTPR, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
38,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
62,RU,Moscow Law Students,Agree,Agree,Agree, , , , , , , , , , , , , , , , , , , , 
6,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Strongly disagree,Strongly disagree,Strongly disagree,The entire sequence of an individual's DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
62,RU,Moscow Law Students,Agree, , , , , , , , , , , , , , , , , , , , , , 
72,RU,Moscow Law Students, , , ,The entire sequence of an individual's DNA, GCTA, , , ,75%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
99,RU,Moscow Law Students,Agree,Neither agree nor disagree,Neither agree nor disagree, , , , , , , , , , , , , , , , , , , , 
27,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
62,RU,Moscow Law Students,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree, , , , , , , , , , , , , , , , , , , , 
60,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
62,RU,Moscow Law Students,Agree, , , , , , , , , , , , , , , , , , , , , , 
60,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
12,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
71,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
37,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
62,RU,Moscow Law Students,Strongly disagree,Disagree,Strongly disagree, , , , , , , , , , , , , , , , , , , , 
73,RU,Moscow Law Students,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA,LFWE, , , ,75%,Many genes, , , , , ,Entirely different, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
99,RU,Moscow Law Students,Strongly disagree,Strongly disagree,Strongly disagree,All the genes in DNA, HTPR, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
99,RU,Moscow Law Students,Agree,Disagree,Agree,The entire sequence of an individual's DNA, GHPO, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
82,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
60,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
69,RU,Moscow Law Students,Agree,Strongly agree,Strongly agree,All the genes in DNA, , , , ,More than 99%,One gene, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
62,RU,Moscow Law Students,Strongly agree,Agree,Agree, , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Neither agree nor disagree,Agree,Agree,The entire sequence of an individual's DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students, , , ,The entire sequence of an individual's DNA, , , , ,Less 50%,Many genes, , , , , , , , , , , , ,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Disagree,Disagree,Disagree,All the genes in DNA, HTPR, , , ,75%,One gene, , , , , ,About 50% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
60,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
99,RU,Moscow Law Students,Agree,Strongly agree, ,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
42,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
62,RU,Moscow Law Students,Agree,Agree,Agree, , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Strongly disagree,Strongly disagree,Strongly disagree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,False,Genetic influences account for approximately 30% of the differences between people in insomnia
81,RU,Moscow Law Students,Disagree,Disagree,Disagree,All the genes in DNA, , , , , , , , , , , , , , , , , , , 
60,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Disagree,Agree,Agree,The entire sequence of an individual's DNA, HTPR, , , ,75%,One gene, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
85,RU,Moscow Law Students,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
85,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA,LFWE, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,False,Genetic influences account for approximately 30% of the differences between people in insomnia
75,RU,Moscow Law Students,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA, GHPO, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
38,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,About 50% the same, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
85,RU,Moscow Law Students,Disagree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
85,RU,Moscow Law Students,Disagree,Agree,Disagree,The entire sequence of an individual's DNA, HTPR, , , ,Less 50%,One gene, , , , , ,Entirely different, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Strongly agree,Agree,Agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
99,RU,Moscow Law Students,Agree,Agree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
99,RU,Moscow Law Students,Strongly agree, , ,The entire sequence of an individual's DNA, GHPO, , , ,90%,Many genes, , , , , ,More than 90% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
85,RU,Moscow Law Students,Agree,Agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,75%,One gene, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
85,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,75%,One gene, , , , , ,Entirely different, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
85,RU,Moscow Law Students,Agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,75%,One gene, , , , , ,About 50% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
76,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Strongly disagree,Neither agree nor disagree, ,A sex chromosome, HTPR, , , ,75%,One gene, , , , , ,About 50% the same, , , , , ,False,Genetic influences account for approximately 30% of the differences between people in insomnia
85,RU,Moscow Law Students,Strongly agree,Strongly agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
71,RU,Moscow Law Students, , , ,All the genes in DNA, GCTA, , , ,75%,One gene, , , , , ,Entirely different, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,A sex chromosome, GCTA, , , ,More than 99%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Agree,Agree,Neither agree nor disagree,All the genes in DNA, GHPO, , , ,75%,Many genes, , , , , ,Entirely different, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
49,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Agree,Neither agree nor disagree,Agree,All the genes in DNA, GCTA, , , ,90%,One gene, , , , , ,More than 90% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
85,RU,Moscow Law Students,Agree,Disagree,Neither agree nor disagree,All the genes in DNA, HTPR, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
70,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Strongly agree,Strongly agree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,90%,One gene, , , , , ,More than 90% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
80,RU,Moscow Law Students,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree, , , , , , , , , , , , , , , , , , , , 
99,RU,Moscow Law Students,Agree,Neither agree nor disagree,Neither agree nor disagree,The entire sequence of an individual's DNA, GHPO, , , ,75%,Many genes, , , , , , , , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
78,RU,Moscow Law Students, , , ,All the genes in DNA, HTPR, , , ,More than 99%,One gene, , , , , ,More than 90% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
62,RU,Moscow Law Students,Agree,Disagree,Disagree, , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Agree,Neither agree nor disagree,Strongly disagree,A sex chromosome, GHPO, , , ,75%,Many genes, , , , , ,More than 90% the same, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
85,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
10,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
99,RU,Moscow Law Students,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,About 50% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
71,RU,Moscow Law Students,Agree,Agree,Neither agree nor disagree,The entire sequence of an individual's DNA, , , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
72,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
99,RU,Moscow Law Students,Strongly agree,Strongly agree,Strongly disagree,All the genes in DNA, GHPO, , , ,90%,One gene, , , , , ,100% identical, , , , , ,False,Genetic influences account for approximately 30% of the differences between people in insomnia
71,RU,Moscow Law Students,Agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
99,RU,Moscow Law Students,Agree,Disagree,Agree,All the genes in DNA, GHPO, , , ,Less 50%,One gene, , , , , ,More than 90% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
60,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Agree,Agree,Neither agree nor disagree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
85,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
71,RU,Moscow Law Students,Agree,Strongly disagree,Agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,More than 90% the same, , , , , ,True, 
71,RU,Moscow Law Students,Agree,Agree,Strongly agree,The entire sequence of an individual's DNA,LFWE, , , ,75%,One gene, , , , , , , , , , , , ,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,Entirely different, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Strongly disagree,Disagree,Disagree, , , , , , , , , , , , , , , , , , , , 
99,RU,Moscow Law Students,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, , , , ,75%,Many genes, , , , , ,100% identical, , , , , , ,Approximately 30% of people will experience insomnia at some point in their lives
85,RU,Moscow Law Students,Agree,Agree,Agree,The entire sequence of an individual's DNA,LFWE, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
99,RU,Moscow Law Students,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
48,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Disagree,Neither agree nor disagree,Neither agree nor disagree,The entire sequence of an individual's DNA, GCTA, , , ,75%,One gene, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA, GHPO, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
62,RU,Moscow Law Students,Strongly disagree,Disagree,Disagree, , , , , , , , , , , , , , , , , , , , 
4,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Agree,Disagree,Disagree,All the genes in DNA, HTPR, , , ,Less 50%,One gene, , , , , ,More than 90% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
73,RU,Moscow Law Students, , , ,All the genes in DNA, GCTA, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students, ,Neither agree nor disagree, ,All the genes in DNA, HTPR, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
85,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA, GHPO, , , ,75%,One gene, , , , , ,More than 90% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
99,RU,Moscow Law Students,Agree,Disagree,Disagree,All the genes in DNA, , , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
85,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,75%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Strongly disagree,Strongly disagree,Strongly disagree,The entire sequence of an individual's DNA, GHPO, , , ,75%,One gene, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Strongly agree,Strongly agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,More than 90% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
37,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Agree,Agree,Agree,All the genes in DNA, HTPR, , , ,75%,One gene, , , , , ,More than 90% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,Moscow Law Students,Disagree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
42,RU,Moscow Law Students, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,Moscow Law Students,Strongly disagree,Strongly disagree,Strongly disagree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
